antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'aid-to-nicaraguan-contras_y', 'education-spending_n'})","frozenset({'mx-missile_y', 'physician-fee-freeze_n'})",0.4459770114942529,0.41379310344827586,0.35172413793103446,0.788659793814433,1.9059278350515463,0.16718192627824016,2.7737594617325483,0.8579448376861117
"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})","frozenset({'mx-missile_y', 'education-spending_n'})",0.4850574712643678,0.3931034482758621,0.35172413793103446,0.7251184834123222,1.8445996507857318,0.1610463733650416,2.2078478002378117,0.8891806722689076
"frozenset({'mx-missile_y', 'education-spending_n'})","frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})",0.3931034482758621,0.4850574712643678,0.35172413793103446,0.894736842105263,1.8445996507857318,0.1610463733650416,4.891954022988501,0.7544563279857397
"frozenset({'mx-missile_y', 'physician-fee-freeze_n'})","frozenset({'aid-to-nicaraguan-contras_y', 'education-spending_n'})",0.41379310344827586,0.4459770114942529,0.35172413793103446,0.85,1.9059278350515463,0.16718192627824016,3.693486590038313,0.8108419838523644
"frozenset({'education-spending_n', 'physician-fee-freeze_n'})","frozenset({'aid-to-nicaraguan-contras_y', 'mx-missile_y'})",0.46436781609195404,0.4413793103448276,0.35172413793103446,0.7574257425742573,1.7160426980198018,0.14676179151803406,2.302885292047853,0.7790120339981484
frozenset({'aid-to-nicaraguan-contras_y'}),"frozenset({'mx-missile_y', 'education-spending_n', 'physician-fee-freeze_n'})",0.5563218390804597,0.36551724137931035,0.35172413793103446,0.6322314049586777,1.7296896928114767,0.1483789139912802,1.725222781867493,0.9508279995936196
frozenset({'mx-missile_y'}),"frozenset({'aid-to-nicaraguan-contras_y', 'education-spending_n', 'physician-fee-freeze_n'})",0.47586206896551725,0.4160919540229885,0.35172413793103446,0.7391304347826086,1.7763631996156617,0.15372175980975028,2.2383141762452103,0.8338493292053664
frozenset({'education-spending_n'}),"frozenset({'aid-to-nicaraguan-contras_y', 'mx-missile_y', 'physician-fee-freeze_n'})",0.535632183908046,0.4,0.35172413793103446,0.6566523605150214,1.6416309012875534,0.13747126436781604,1.7474999999999996,0.8416812269462238
frozenset({'physician-fee-freeze_n'}),"frozenset({'aid-to-nicaraguan-contras_y', 'mx-missile_y', 'education-spending_n'})",0.5678160919540229,0.3724137931034483,0.35172413793103446,0.6194331983805669,1.663292847503374,0.1402615933412604,1.649082905355833,0.9227158948685856
"frozenset({'superfund-right-to-sue_n', 'mx-missile_y', 'aid-to-nicaraguan-contras_y'})",frozenset({'physician-fee-freeze_n'}),0.3333333333333333,0.5678160919540229,0.3218390804597701,0.9655172413793104,1.7004048582995954,0.13256704980842915,12.53333333333335,0.6178571428571429
"frozenset({'superfund-right-to-sue_n', 'mx-missile_y', 'physician-fee-freeze_n'})",frozenset({'aid-to-nicaraguan-contras_y'}),0.32873563218390806,0.5563218390804597,0.3218390804597701,0.979020979020979,1.7598104374963879,0.1389562689919408,21.14865900383135,0.6431996086105676
"frozenset({'superfund-right-to-sue_n', 'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})",frozenset({'mx-missile_y'}),0.3816091954022989,0.47586206896551725,0.3218390804597701,0.8433734939759036,1.7723066177754494,0.1402457391993658,3.3464190981432345,0.704673393520977
"frozenset({'aid-to-nicaraguan-contras_y', 'mx-missile_y', 'physician-fee-freeze_n'})",frozenset({'superfund-right-to-sue_n'}),0.4,0.46206896551724136,0.3218390804597701,0.8045977011494252,1.7412935323383083,0.13701149425287357,2.752941176470587,0.7095238095238096
"frozenset({'superfund-right-to-sue_n', 'mx-missile_y'})","frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})",0.3425287356321839,0.4850574712643678,0.3218390804597701,0.9395973154362417,1.9370845128661855,0.15569295811864184,8.525159642401034,0.7357892107892109
"frozenset({'superfund-right-to-sue_n', 'aid-to-nicaraguan-contras_y'})","frozenset({'mx-missile_y', 'physician-fee-freeze_n'})",0.4045977011494253,0.41379310344827586,0.3218390804597701,0.7954545454545454,1.9223484848484849,0.15441934205311136,2.865900383141762,0.80584666298952
"frozenset({'superfund-right-to-sue_n', 'physician-fee-freeze_n'})","frozenset({'aid-to-nicaraguan-contras_y', 'mx-missile_y'})",0.4091954022988506,0.4413793103448276,0.3218390804597701,0.7865168539325842,1.7819522471910112,0.14122869599682916,2.6166969147005434,0.7427459699833241
"frozenset({'aid-to-nicaraguan-contras_y', 'mx-missile_y'})","frozenset({'superfund-right-to-sue_n', 'physician-fee-freeze_n'})",0.4413793103448276,0.4091954022988506,0.3218390804597701,0.7291666666666666,1.781952247191011,0.14122869599682916,2.181432360742705,0.7855379188712522
"frozenset({'mx-missile_y', 'physician-fee-freeze_n'})","frozenset({'superfund-right-to-sue_n', 'aid-to-nicaraguan-contras_y'})",0.41379310344827586,0.4045977011494253,0.3218390804597701,0.7777777777777778,1.9223484848484849,0.15441934205311136,2.6793103448275866,0.8184873949579831
"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})","frozenset({'superfund-right-to-sue_n', 'mx-missile_y'})",0.4850574712643678,0.3425287356321839,0.3218390804597701,0.6635071090047393,1.9370845128661853,0.15569295811864184,1.9538934757973125,0.9394451530612246
frozenset({'superfund-right-to-sue_n'}),"frozenset({'aid-to-nicaraguan-contras_y', 'mx-missile_y', 'physician-fee-freeze_n'})",0.46206896551724136,0.4,0.3218390804597701,0.6965174129353234,1.7412935323383085,0.13701149425287357,1.9770491803278691,0.7913919413919415
frozenset({'mx-missile_y'}),"frozenset({'superfund-right-to-sue_n', 'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})",0.47586206896551725,0.3816091954022989,0.3218390804597701,0.6763285024154589,1.7723066177754496,0.1402457391993658,1.9105506948018527,0.831390977443609
"frozenset({'crime_n', 'mx-missile_y', 'aid-to-nicaraguan-contras_y'})",frozenset({'physician-fee-freeze_n'}),0.3080459770114943,0.5678160919540229,0.30114942528735633,0.9776119402985074,1.72170523898725,0.12623596247853086,19.30421455938692,0.605792396845122
"frozenset({'crime_n', 'mx-missile_y', 'physician-fee-freeze_n'})",frozenset({'aid-to-nicaraguan-contras_y'}),0.3080459770114943,0.5563218390804597,0.30114942528735633,0.9776119402985074,1.7572776612803749,0.12977672083498482,19.81762452107274,0.6227841038776598
"frozenset({'crime_n', 'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})",frozenset({'mx-missile_y'}),0.3586206896551724,0.47586206896551725,0.30114942528735633,0.8397435897435898,1.764678558156819,0.13049544193420531,3.270620689655172,0.6756135598785192
"frozenset({'aid-to-nicaraguan-contras_y', 'mx-missile_y', 'physician-fee-freeze_n'})",frozenset({'crime_n'}),0.4,0.39080459770114945,0.30114942528735633,0.7528735632183908,1.9264705882352942,0.14482758620689654,2.465116279069768,0.8015267175572519
"frozenset({'crime_n', 'mx-missile_y'})","frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})",0.31494252873563217,0.4850574712643678,0.30114942528735633,0.9562043795620438,1.9713218251634552,0.1483841987052451,11.757854406130283,0.7192479122905888
"frozenset({'crime_n', 'aid-to-nicaraguan-contras_y'})","frozenset({'mx-missile_y', 'physician-fee-freeze_n'})",0.367816091954023,0.41379310344827586,0.30114942528735633,0.8187500000000001,1.9786458333333337,0.14894966309948476,3.234244946492273,0.7823733518390007
"frozenset({'crime_n', 'physician-fee-freeze_n'})","frozenset({'aid-to-nicaraguan-contras_y', 'mx-missile_y'})",0.37471264367816093,0.4413793103448276,0.30114942528735633,0.803680981595092,1.8208397239263805,0.13575901704320253,2.845474137931035,0.7209530758868433
"frozenset({'aid-to-nicaraguan-contras_y', 'mx-missile_y'})","frozenset({'crime_n', 'physician-fee-freeze_n'})",0.4413793103448276,0.37471264367816093,0.30114942528735633,0.6822916666666667,1.8208397239263805,0.13575901704320253,1.9681175805539857,0.8069927433795118
"frozenset({'mx-missile_y', 'physician-fee-freeze_n'})","frozenset({'crime_n', 'aid-to-nicaraguan-contras_y'})",0.41379310344827586,0.367816091954023,0.30114942528735633,0.7277777777777779,1.9786458333333337,0.14894966309948476,2.3223082336382834,0.8437359676695105
"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})","frozenset({'crime_n', 'mx-missile_y'})",0.4850574712643678,0.31494252873563217,0.30114942528735633,0.6208530805687204,1.9713218251634552,0.1483841987052451,1.8068390804597698,0.9568565976008727
frozenset({'crime_n'}),"frozenset({'aid-to-nicaraguan-contras_y', 'mx-missile_y', 'physician-fee-freeze_n'})",0.39080459770114945,0.4,0.30114942528735633,0.7705882352941176,1.926470588235294,0.14482758620689654,2.6153846153846145,0.7894282010658215
frozenset({'mx-missile_y'}),"frozenset({'crime_n', 'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})",0.47586206896551725,0.3586206896551724,0.30114942528735633,0.6328502415458938,1.7646785581568192,0.13049544193420531,1.7469147005444647,0.8267376456408196
"frozenset({'superfund-right-to-sue_n', 'education-spending_n', 'aid-to-nicaraguan-contras_y'})",frozenset({'physician-fee-freeze_n'}),0.3448275862068966,0.5678160919540229,0.3310344827586207,0.96,1.6906882591093118,0.13523583036068174,10.804597701149417,0.6235380116959065
"frozenset({'superfund-right-to-sue_n', 'education-spending_n', 'physician-fee-freeze_n'})",frozenset({'aid-to-nicaraguan-contras_y'}),0.35172413793103446,0.5563218390804597,0.3310344827586207,0.9411764705882353,1.6917841516771999,0.1353626634958383,7.542528735632183,0.6307624113475179
"frozenset({'superfund-right-to-sue_n', 'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})",frozenset({'education-spending_n'}),0.3816091954022989,0.535632183908046,0.3310344827586207,0.8674698795180722,1.6195253115466153,0.12663231602589506,3.503866248693832,0.618597686906237
"frozenset({'aid-to-nicaraguan-contras_y', 'education-spending_n', 'physician-fee-freeze_n'})",frozenset({'superfund-right-to-sue_n'}),0.4160919540229885,0.46206896551724136,0.3310344827586207,0.7955801104972376,1.7217778510761115,0.13877130400317084,2.6315004659832253,0.7179297900262468
"frozenset({'superfund-right-to-sue_n', 'education-spending_n'})","frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})",0.37471264367816093,0.4850574712643678,0.3310344827586207,0.8834355828220859,1.8213008461024045,0.14927731536530583,4.417664851784634,0.7211754493464051
"frozenset({'superfund-right-to-sue_n', 'aid-to-nicaraguan-contras_y'})","frozenset({'education-spending_n', 'physician-fee-freeze_n'})",0.4045977011494253,0.46436781609195404,0.3310344827586207,0.8181818181818182,1.761926192619262,0.14315233188003698,2.945977011494254,0.7262977262977263
"frozenset({'superfund-right-to-sue_n', 'physician-fee-freeze_n'})","frozenset({'aid-to-nicaraguan-contras_y', 'education-spending_n'})",0.4091954022988506,0.4459770114942529,0.3310344827586207,0.8089887640449438,1.8139696513378893,0.14854274012419075,2.900473292765381,0.7595114569822741
"frozenset({'aid-to-nicaraguan-contras_y', 'education-spending_n'})","frozenset({'superfund-right-to-sue_n', 'physician-fee-freeze_n'})",0.4459770114942529,0.4091954022988506,0.3310344827586207,0.7422680412371133,1.8139696513378891,0.14854274012419075,2.2923218390804587,0.8099354541263255
"frozenset({'education-spending_n', 'physician-fee-freeze_n'})","frozenset({'superfund-right-to-sue_n', 'aid-to-nicaraguan-contras_y'})",0.46436781609195404,0.4045977011494253,0.3310344827586207,0.7128712871287128,1.761926192619262,0.14315233188003698,2.073642489100277,0.8073438245112063
"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})","frozenset({'superfund-right-to-sue_n', 'education-spending_n'})",0.4850574712643678,0.37471264367816093,0.3310344827586207,0.6824644549763033,1.8213008461024043,0.14927731536530583,1.9691885400583287,0.8757130456349205
frozenset({'superfund-right-to-sue_n'}),"frozenset({'aid-to-nicaraguan-contras_y', 'education-spending_n', 'physician-fee-freeze_n'})",0.46206896551724136,0.4160919540229885,0.3310344827586207,0.7164179104477613,1.7217778510761115,0.13877130400317084,2.059044162129462,0.7792913105413106
frozenset({'education-spending_n'}),"frozenset({'superfund-right-to-sue_n', 'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})",0.535632183908046,0.3816091954022989,0.3310344827586207,0.6180257510729613,1.6195253115466155,0.12663231602589506,1.618933230014206,0.8237761276127611
"frozenset({'crime_n', 'education-spending_n', 'aid-to-nicaraguan-contras_y'})",frozenset({'physician-fee-freeze_n'}),0.3264367816091954,0.5678160919540229,0.3218390804597701,0.9859154929577464,1.7363289046016992,0.1364830228563879,30.68505747126417,0.6295953193564116
"frozenset({'crime_n', 'education-spending_n', 'physician-fee-freeze_n'})",frozenset({'aid-to-nicaraguan-contras_y'}),0.33793103448275863,0.5563218390804597,0.3218390804597701,0.9523809523809523,1.7119244391971664,0.13384066587395957,9.317241379310335,0.628125
"frozenset({'crime_n', 'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})",frozenset({'education-spending_n'}),0.3586206896551724,0.535632183908046,0.3218390804597701,0.8974358974358975,1.6754704522944865,0.12975029726516052,4.527586206896553,0.6285714285714286
"frozenset({'aid-to-nicaraguan-contras_y', 'education-spending_n', 'physician-fee-freeze_n'})",frozenset({'crime_n'}),0.4160919540229885,0.39080459770114945,0.3218390804597701,0.7734806629834254,1.9792005199870002,0.1592284317611309,2.689374824782731,0.8473003374578176
"frozenset({'crime_n', 'education-spending_n'})","frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})",0.3471264367816092,0.4850574712643678,0.3218390804597701,0.9271523178807947,1.9114277643514013,0.1534628088254723,7.0687565308254925,0.7303571428571428
"frozenset({'crime_n', 'aid-to-nicaraguan-contras_y'})","frozenset({'education-spending_n', 'physician-fee-freeze_n'})",0.367816091954023,0.46436781609195404,0.3218390804597701,0.875,1.8842821782178216,0.1510371251156031,4.285057471264368,0.7423376623376623
"frozenset({'crime_n', 'physician-fee-freeze_n'})","frozenset({'aid-to-nicaraguan-contras_y', 'education-spending_n'})",0.37471264367816093,0.4459770114942529,0.3218390804597701,0.8588957055214723,1.9258743912466003,0.15472585546307305,3.926336831584205,0.7688550420168067
"frozenset({'aid-to-nicaraguan-contras_y', 'education-spending_n'})","frozenset({'crime_n', 'physician-fee-freeze_n'})",0.4459770114942529,0.37471264367816093,0.3218390804597701,0.7216494845360825,1.9258743912466003,0.15472585546307305,2.246402724563644,0.867753408417309
"frozenset({'education-spending_n', 'physician-fee-freeze_n'})","frozenset({'crime_n', 'aid-to-nicaraguan-contras_y'})",0.46436781609195404,0.367816091954023,0.3218390804597701,0.693069306930693,1.8842821782178216,0.1510371251156031,2.059695958472376,0.8761496014714898
"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})","frozenset({'crime_n', 'education-spending_n'})",0.4850574712643678,0.3471264367816092,0.3218390804597701,0.6635071090047393,1.9114277643514013,0.1534628088254723,1.9402298850574713,0.9259885204081633
frozenset({'crime_n'}),"frozenset({'aid-to-nicaraguan-contras_y', 'education-spending_n', 'physician-fee-freeze_n'})",0.39080459770114945,0.4160919540229885,0.3218390804597701,0.8235294117647058,1.9792005199870004,0.1592284317611309,3.308812260536398,0.8121293800539082
frozenset({'education-spending_n'}),"frozenset({'crime_n', 'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n'})",0.535632183908046,0.3586206896551724,0.3218390804597701,0.6008583690987124,1.6754704522944865,0.12975029726516052,1.6068965517241376,0.8681753889674682
"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y', 'aid-to-nicaraguan-contras_n'})",frozenset({'el-salvador-aid_y'}),0.3080459770114943,0.48735632183908045,0.3057471264367816,0.9925373134328357,2.0365742044494506,0.1556189721231338,68.69425287356201,0.7355681562710763
"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y', 'el-salvador-aid_y'})",frozenset({'aid-to-nicaraguan-contras_n'}),0.3586206896551724,0.4091954022988506,0.3057471264367816,0.8525641025641025,2.083513396715644,0.15900118906064206,4.007196401799099,0.8108173659956343
"frozenset({'religious-groups-in-schools_y', 'aid-to-nicaraguan-contras_n', 'el-salvador-aid_y'})",frozenset({'physician-fee-freeze_y'}),0.3701149425287356,0.4068965517241379,0.3057471264367816,0.8260869565217391,2.030213706705969,0.1551486325802616,3.4103448275862074,0.8056089127929312
"frozenset({'physician-fee-freeze_y', 'aid-to-nicaraguan-contras_n', 'el-salvador-aid_y'})",frozenset({'religious-groups-in-schools_y'}),0.3264367816091954,0.6252873563218391,0.3057471264367816,0.936619718309859,1.4979028583264289,0.10163033425815823,5.912132822477638,0.49349482922322857
"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y'})","frozenset({'aid-to-nicaraguan-contras_n', 'el-salvador-aid_y'})",0.367816091954023,0.3954022988505747,0.3057471264367816,0.8312499999999999,2.1022892441860463,0.16031179812392654,3.5828011919965927,0.8293916609706085
"frozenset({'religious-groups-in-schools_y', 'aid-to-nicaraguan-contras_n'})","frozenset({'physician-fee-freeze_y', 'el-salvador-aid_y'})",0.3816091954022989,0.38620689655172413,0.3057471264367816,0.8012048192771083,2.074548192771084,0.15836702338485928,3.0875653082549612,0.837605165329681
"frozenset({'religious-groups-in-schools_y', 'el-salvador-aid_y'})","frozenset({'physician-fee-freeze_y', 'aid-to-nicaraguan-contras_n'})",0.4528735632183908,0.32873563218390806,0.3057471264367816,0.6751269035532995,2.0537077136061908,0.15687144933280484,2.066235632183908,0.9377645795160168
"frozenset({'physician-fee-freeze_y', 'aid-to-nicaraguan-contras_n'})","frozenset({'religious-groups-in-schools_y', 'el-salvador-aid_y'})",0.32873563218390806,0.4528735632183908,0.3057471264367816,0.93006993006993,2.0537077136061908,0.15687144933280484,7.823908045977004,0.7643423627562056
"frozenset({'physician-fee-freeze_y', 'el-salvador-aid_y'})","frozenset({'religious-groups-in-schools_y', 'aid-to-nicaraguan-contras_n'})",0.38620689655172413,0.3816091954022989,0.3057471264367816,0.7916666666666666,2.074548192771084,0.15836702338485928,2.968275862068965,0.8438793613246599
"frozenset({'aid-to-nicaraguan-contras_n', 'el-salvador-aid_y'})","frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y'})",0.3954022988505747,0.367816091954023,0.3057471264367816,0.7732558139534883,2.1022892441860463,0.16031179812392654,2.7880931329207184,0.8672346264901799
frozenset({'physician-fee-freeze_y'}),"frozenset({'religious-groups-in-schools_y', 'aid-to-nicaraguan-contras_n', 'el-salvador-aid_y'})",0.4068965517241379,0.3701149425287356,0.3057471264367816,0.751412429378531,2.030213706705969,0.1551486325802616,2.5338557993730406,0.8555691554467564
frozenset({'aid-to-nicaraguan-contras_n'}),"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y', 'el-salvador-aid_y'})",0.4091954022988506,0.3586206896551724,0.3057471264367816,0.747191011235955,2.083513396715644,0.15900118906064206,2.5370114942528725,0.8802258564699688
frozenset({'el-salvador-aid_y'}),"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y', 'aid-to-nicaraguan-contras_n'})",0.48735632183908045,0.3080459770114943,0.3057471264367816,0.6273584905660377,2.0365742044494506,0.1556189721231338,1.8568892768805465,0.9928520853703763
"frozenset({'mx-missile_n', 'religious-groups-in-schools_y', 'physician-fee-freeze_y'})",frozenset({'el-salvador-aid_y'}),0.335632183908046,0.48735632183908045,0.3333333333333333,0.9931506849315067,2.0378327733264405,0.1697608666930902,74.84597701149275,0.7665672354134352
"frozenset({'mx-missile_n', 'religious-groups-in-schools_y', 'el-salvador-aid_y'})",frozenset({'physician-fee-freeze_y'}),0.4,0.4068965517241379,0.3333333333333333,0.8333333333333333,2.048022598870056,0.17057471264367813,3.558620689655171,0.8528735632183907
"frozenset({'mx-missile_n', 'physician-fee-freeze_y', 'el-salvador-aid_y'})",frozenset({'religious-groups-in-schools_y'}),0.35172413793103446,0.6252873563218391,0.3333333333333333,0.9477124183006536,1.5156430219146482,0.11340467697185888,7.166379310344823,0.5247982391782832
"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y', 'el-salvador-aid_y'})",frozenset({'mx-missile_n'}),0.3586206896551724,0.4735632183908046,0.3333333333333333,0.9294871794871794,1.9627520537714709,0.16350376535869993,7.465830721003126,0.76477567667779
"frozenset({'mx-missile_n', 'religious-groups-in-schools_y'})","frozenset({'physician-fee-freeze_y', 'el-salvador-aid_y'})",0.432183908045977,0.38620689655172413,0.3333333333333333,0.7712765957446808,1.9970554711246198,0.1664209274673008,2.68356054530874,0.8792684629345247
"frozenset({'mx-missile_n', 'physician-fee-freeze_y'})","frozenset({'religious-groups-in-schools_y', 'el-salvador-aid_y'})",0.35402298850574715,0.4528735632183908,0.3333333333333333,0.9415584415584415,2.079075746588437,0.1730056810675122,9.361941251596413,0.8034605473064179
"frozenset({'mx-missile_n', 'el-salvador-aid_y'})","frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y'})",0.42298850574712643,0.367816091954023,0.3333333333333333,0.7880434782608695,2.142493206521739,0.1777513542079535,2.9826112584733266,0.9241654073361725
"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y'})","frozenset({'mx-missile_n', 'el-salvador-aid_y'})",0.367816091954023,0.42298850574712643,0.3333333333333333,0.90625,2.1424932065217392,0.1777513542079535,6.154789272030651,0.8435109717868338
"frozenset({'religious-groups-in-schools_y', 'el-salvador-aid_y'})","frozenset({'mx-missile_n', 'physician-fee-freeze_y'})",0.4528735632183908,0.35402298850574715,0.3333333333333333,0.7360406091370558,2.079075746588437,0.1730056810675122,2.447259062776304,0.9486235873659808
"frozenset({'physician-fee-freeze_y', 'el-salvador-aid_y'})","frozenset({'mx-missile_n', 'religious-groups-in-schools_y'})",0.38620689655172413,0.432183908045977,0.3333333333333333,0.863095238095238,1.99705547112462,0.1664209274673008,4.147526236881557,0.8134056567222007
frozenset({'mx-missile_n'}),"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y', 'el-salvador-aid_y'})",0.4735632183908046,0.3586206896551724,0.3333333333333333,0.703883495145631,1.962752053771471,0.16350376535869993,2.165969474279253,0.9317572654720673
frozenset({'physician-fee-freeze_y'}),"frozenset({'mx-missile_n', 'religious-groups-in-schools_y', 'el-salvador-aid_y'})",0.4068965517241379,0.4,0.3333333333333333,0.8192090395480226,2.048022598870056,0.17057471264367813,3.31875,0.8627906976744183
frozenset({'el-salvador-aid_y'}),"frozenset({'mx-missile_n', 'religious-groups-in-schools_y', 'physician-fee-freeze_y'})",0.48735632183908045,0.335632183908046,0.3333333333333333,0.6839622641509434,2.037832773326441,0.1697608666930902,2.1021787613655856,0.9934436369259314
"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y', 'superfund-right-to-sue_y'})",frozenset({'el-salvador-aid_y'}),0.31264367816091954,0.48735632183908045,0.3057471264367816,0.9779411764705882,2.0066245837957823,0.1533782534020346,23.239846743294986,0.7298262378353911
"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y', 'el-salvador-aid_y'})",frozenset({'superfund-right-to-sue_y'}),0.3586206896551724,0.4804597701149425,0.3057471264367816,0.8525641025641025,1.7744755244755246,0.13344431232659532,3.52383808095952,0.6804915514592935
"frozenset({'religious-groups-in-schools_y', 'superfund-right-to-sue_y', 'el-salvador-aid_y'})",frozenset({'physician-fee-freeze_y'}),0.367816091954023,0.4068965517241379,0.3057471264367816,0.8312499999999999,2.0429025423728815,0.1560840269520412,3.5146871008939966,0.8075187969924812
"frozenset({'physician-fee-freeze_y', 'superfund-right-to-sue_y', 'el-salvador-aid_y'})",frozenset({'religious-groups-in-schools_y'}),0.32413793103448274,0.6252873563218391,0.3057471264367816,0.9432624113475178,1.508526282853567,0.10306777645659929,6.6043103448275895,0.49877244130735
"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y'})","frozenset({'superfund-right-to-sue_y', 'el-salvador-aid_y'})",0.367816091954023,0.39080459770114945,0.3057471264367816,0.8312499999999999,2.127022058823529,0.16200290659268066,3.610046828437632,0.8381408065618592
"frozenset({'religious-groups-in-schools_y', 'superfund-right-to-sue_y'})","frozenset({'physician-fee-freeze_y', 'el-salvador-aid_y'})",0.42758620689655175,0.38620689655172413,0.3057471264367816,0.7150537634408601,1.8514784946236558,0.1406103844629409,2.154066363044892,0.8034242232086238
"frozenset({'religious-groups-in-schools_y', 'el-salvador-aid_y'})","frozenset({'physician-fee-freeze_y', 'superfund-right-to-sue_y'})",0.4528735632183908,0.3333333333333333,0.3057471264367816,0.6751269035532995,2.0253807106598987,0.15478927203065135,2.052083333333334,0.9253174954192204
"frozenset({'physician-fee-freeze_y', 'superfund-right-to-sue_y'})","frozenset({'religious-groups-in-schools_y', 'el-salvador-aid_y'})",0.3333333333333333,0.4528735632183908,0.3057471264367816,0.9172413793103448,2.0253807106598987,0.15478927203065135,6.611111111111107,0.7593984962406015
"frozenset({'physician-fee-freeze_y', 'el-salvador-aid_y'})","frozenset({'religious-groups-in-schools_y', 'superfund-right-to-sue_y'})",0.38620689655172413,0.42758620689655175,0.3057471264367816,0.7916666666666666,1.8514784946236558,0.1406103844629409,2.7475862068965515,0.7492607924305144
"frozenset({'superfund-right-to-sue_y', 'el-salvador-aid_y'})","frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y'})",0.39080459770114945,0.367816091954023,0.3057471264367816,0.7823529411764705,2.1270220588235293,0.16200290659268066,2.904628766697731,0.8697687615264575
frozenset({'physician-fee-freeze_y'}),"frozenset({'religious-groups-in-schools_y', 'superfund-right-to-sue_y', 'el-salvador-aid_y'})",0.4068965517241379,0.367816091954023,0.3057471264367816,0.751412429378531,2.0429025423728815,0.1560840269520412,2.5431034482758617,0.8607273998950864
frozenset({'superfund-right-to-sue_y'}),"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y', 'el-salvador-aid_y'})",0.4804597701149425,0.3586206896551724,0.3057471264367816,0.6363636363636364,1.7744755244755244,0.13344431232659532,1.7637931034482757,0.8400758533501894
frozenset({'el-salvador-aid_y'}),"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y', 'superfund-right-to-sue_y'})",0.48735632183908045,0.31264367816091954,0.3057471264367816,0.6273584905660377,2.0066245837957823,0.1533782534020346,1.8445511421504435,0.9785562561111296
"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y', 'el-salvador-aid_y'})",frozenset({'crime_y'}),0.3586206896551724,0.5701149425287356,0.34022988505747126,0.9487179487179487,1.6640818858560793,0.1357748711850971,8.382758620689648,0.6222028480092997
"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y', 'crime_y'})",frozenset({'el-salvador-aid_y'}),0.3471264367816092,0.48735632183908045,0.34022988505747126,0.9801324503311258,2.0111208296888665,0.1710556216144801,25.803065134099633,0.7700799390940235
"frozenset({'religious-groups-in-schools_y', 'el-salvador-aid_y', 'crime_y'})",frozenset({'physician-fee-freeze_y'}),0.41379310344827586,0.4068965517241379,0.34022988505747126,0.8222222222222222,2.0207156308851224,0.17185889813713834,3.3362068965517238,0.8616852146263911
"frozenset({'physician-fee-freeze_y', 'el-salvador-aid_y', 'crime_y'})",frozenset({'religious-groups-in-schools_y'}),0.367816091954023,0.6252873563218391,0.34022988505747126,0.925,1.4793198529411766,0.11023913330690976,4.996168582375482,0.5125307125307126
"frozenset({'religious-groups-in-schools_y', 'physician-fee-freeze_y'})","frozenset({'el-salvador-aid_y', 'crime_y'})",0.367816091954023,0.4459770114942529,0.34022988505747126,0.925,2.07409793814433,0.17619236358832077,7.386973180076632,0.8191646191646191
